framework,strategy,mode,property,mutation,trial,status,tests,discards,shrinking_passed,shrinking_failed,shrinking_discarded,exec_time_pre,gen_time,time_shrinking,time_pre_failure,pre_size,cex_size,gt_size,pre_ted_to_gt,ted_to_gt
Quick,QuickGbE,none,InsertDelete,delete_4,4,Failed,1,0,0,0,0,2.3999949917197227e-05,0.0002810000441968441,0.00021600001491606236,0.00030499999411404133,14,14,6,10.0,10.0
Quick,QuickGbE,none,InsertDelete,delete_4,5,Failed,2,0,0,0,0,2.999987918883562e-05,0.00022700009867548943,0.0002139999996870756,0.00025699997786432505,22,22,6,17.0,17.0
Quick,QuickGbE,none,InsertDelete,delete_4,6,Failed,2,0,0,0,0,2.6000081561505795e-05,0.0002470000181347132,0.00022599997464567423,0.00027300009969621897,22,22,6,17.0,17.0
Quick,QuickGbE,none,InsertDelete,delete_4,7,Failed,2,0,0,0,0,2.7999980375170708e-05,0.00024800002574920654,0.0002109999768435955,0.00027600000612437725,14,14,6,10.0,10.0
Quick,QuickGbE,none,InsertDelete,delete_4,8,Failed,1,0,0,0,0,2.4000066332519054e-05,0.00023199990391731262,0.00022000004537403584,0.0002559999702498317,6,6,6,0.0,0.0
Quick,QuickGbE,none,InsertDelete,delete_4,9,Failed,1,0,0,0,0,2.1999934688210487e-05,0.0002370000584051013,0.00023100001271814108,0.0002589999930933118,6,6,6,3.0,3.0
Quick,Quick,none,InsertPost,insert_1,0,Failed,47679,124577,0,0,0,0.10255499824415892,0.10384600178804249,0.00031699996907263994,0.2064010000322014,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,1,Failed,22243,59390,0,0,0,0.04381600162014365,0.04440099839121103,0.0002460000105202198,0.08821700001135468,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,2,Failed,15112,40001,0,0,0,0.03054199845064431,0.02972400165162981,0.0005989999044686556,0.06026600010227412,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,3,Failed,29902,78153,0,0,0,0.05838900280650705,0.05943699728231877,0.0002639999147504568,0.11782600008882582,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,4,Failed,9727,25607,0,0,0,0.019250002456828952,0.019548997515812516,0.00047500000800937414,0.03879899997264147,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,5,Failed,84897,224756,0,0,0,0.16263799276202917,0.16968800721224397,0.00026000000070780516,0.33232599997427315,14,14,14,5.0,5.0
Quick,Quick,none,InsertPost,insert_1,6,Failed,37566,99802,0,0,0,0.07248100219294429,0.07594999787397683,0.0004889999981969595,0.14843100006692111,14,14,14,5.0,5.0
